"VARIABLE TYPE","VARIABLE ABBREV","VARIABLE LABEL","VARIABLE NAME","VARIABLE DATA TYPE","VARIABLE ONTOLOGY ID","PROPERTY","PROPERTY ONTOLOGY ID","METHOD","FORMULA","METHOD ONTOLOGY ID","UNIT","SCALE ONTOLOGY ID","SCALE VALUE LIST","B4R VARIABLE ID","B4R RECORD COUNT"
"observation","DRYLEAF_BIOMASS","DLEAF_BIOMASS","Dry leaf biomass","float","","Plant (biomass)","","Use actual measurement (g) of the leaf biomass after drying.","","","","","","2106","388"
"observation","DRYROOT_BIOMASS","DROOT_BIOMASS","Dry root biomass","float","","Plant (biomass)","","Use formula: (DRYPLANT_BIOMASS - DRYLEAF_BIOMASS). This is the actual measurement (g) of the root biomass after drying.","DRYROOT_BIOMASS = DRYPLANT_BIOMASS - DRYLEAF_BIOMASS

","","","","","2105","388"
"observation","DRYPLANT_BIOMASS","DPLANT_BIOMASS","Dry plant biomass","float","","Plant (biomass)","","Use actual measurement (g) of the whole plant's biomass after drying.","","","","","","2107","388"
"observation","PNL11_CONT","PNL_11_CM","Panicle length of 11th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 11 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1623","388"
"observation","PNL12_CONT","PNL_12_CM","Panicle length of 12th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 12 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1624","384"
"observation","HV_AREA_SQM_BORDER2","HV AREA SQM_Border2","Harvest Area in sqm for Border2","float","","HARVEST","","Harvest Area in sqm","","","","","","2141","383"
"observation","HV_AREA_SQM_BORDER1","HV AREA SQM_Border1","Harvest Area in sqm for Border1","float","","HARVEST","","Harvest Area in sqm","","","sqm","","","2140","383"
"observation","GRNYLD_P6_CONT","GRNWT_P6_G","Grain weight of 6th plant in grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed. Measured in grams.","","","grams","","","1445","381"
"observation","MC_BORDER2","MC_Border2","moisture content for border2","float","","moisture content","","Record moisture content after drying at 50 degress C for border2","","","","","","2134","372"
"observation","MC_BORDER1","MC_Border1","moisture content for border1","float","","moisture content","","Record moisture content after drying at 50 degress C for border1","","","","","","2132","371"
"observation","YLD_INNER_BORDER2_TON_HA","YLD INNER+BORDER2 TON/HA","yield inner+border2 ton/ha","float","","Grain yield","CO_320:0000073","Computed","","","","","","2149","371"
"observation","AYLD_BORDER1","AYLD_Border1","Actual plot yield in grams from border1","float","","Grain yield 2","","Record the actual grain yield per plot harvested from border 1.","","","","","","2127","371"
"observation","AYLD_BORDER2","AYLD_Border2","Actual plot yield in grams from border2","float","","Grain yield 2","","Record the actual grain yield per plot harvested from border 2.
","","","","","","2128","371"
"observation","LSL2_CONT","LSL2","Leaf sheath length sample 2","float","","leaf length","CO_320:0000011","measured from the top of the plant at flowering stage.","","","cm","","","1364","369"
"observation","LSL3_CONT","LSL3","Leaf sheath length sample 3","float","","leaf length","CO_320:0000011","measured from the top of the plant at flowering stage.","","","cm","","","1365","369"
"observation","LSL1_CONT","LSL1","Leaf sheath length sample 1","float","","leaf length","CO_320:0000011","measured from the top of the plant at flowering stage. ","","","","","","1362","369"
"observation","YLD_FILLED6_CONT","GRNWT FILLED6","Weight of filled grains from 6th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 6","","","grams","","","1846","367"
"observation","FETOX_FLD_SCOR1_1_9","FeTox1 FLD 1-9","Iron toxicity","integer","","Iron toxicity","CO_320:0000063"," At growth stages: 2-5","","","","","1: Growth and tillering nearly normal; 2: Growth and tillering nearly normal; reddish-brown spots or orange discoloration on tips of older leaves; 3: Growth and tillering nearly normal; older leaves reddish brown, purple, or orange yellow; 5: Growth and tillering retarded; many leaves discolored; 7: Growth and tillering ceases; most leaves discolored or dead; 9: Almost all plants dead or dying","149","360"
"observation","YLD_FILLED7_CONT","GRNWT FILLED7","Weight of filled grains from 7th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 7","","","grams","","","1847","360"
"observation","YLD_FILLED5_CONT","GRNWT FILLED5","Weight of filled grains from 5th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 5","","","grams","","","1845","357"
"observation","BB_SES5_GH_SCOR_1_9","BB GH 1-9 - SES5","Bacterial blight - GH, SES5","integer","CO_320:0000173","Bacterial blight","CO_320:0000173","Greenhouse test, severity: % leaf area diseased","","","","","1: No disease observed; 2: Less than 1%; 3: 1-3%; 4: 4-5%; 5: 11-15%; 6: 16-25%; 7: 26-50%; 8: 51-75%; 9: 76-100%","20","350"
"observation","EXS_SES5_SCOR_1_9","EXS SES5 1-9","Panicle exsertion_SES5","integer","","Panicle exsertion_SES5","","At growth stage: 7-9 (near maturity)","","","","","1: panicle is partly or entirely enclosed within the leaf; 3: panicle base is slightly beneath the collar of the flag leaf blade; 5: panicle base coincides with the collar of the flag leaf blade; 7: panicle base is above the collar of the flag leaf blade; 9: panicle base appears well above the collar of the flag leaf blade","196","344"
"observation","GRNYLD_P7_CONT","GRNWT_P7_G","Grain weight of 7th plant in grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed. Measured in grams.","","","grams","","","1446","341"
"observation","WXY_GRN_CONT","WXY GRN CONT","Waxy Grain","integer","","Waxy Grain","","No. of Waxy grains or completely opaque grains in the sample","","","","","","1314","319"
"observation","GRNYLD_P8_CONT","GRNWT_P8_G","Grain weight of 8th plant in grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed. Measured in grams.","","","grams","","","1447","318"
"observation","YLD_0_CONT4","GYKGPHA in kg/ha with TPL used in DRT & RFSA","GYKGPHA in kg/ha without MC but with TPL used by DRT and RFSA","float","","Grain yield","CO_320:0000073","Computed as YLD_0_CONT1= TPLYLD_CONT_PS * 10 / adjusted harvest Area1

Note: Harvest Area was computed using total number of hills, number of harvested hill and rows per plot","YLD_0_CONT4 = TPLYLD_CONT_PS*10/ADJHVAREA_CONT1","","kg/ha","","","1410","311"
"observation","GRNYLD_P9_CONT","GRNWT_P9_G","Grain weight of 9th plant in grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed. Measured in grams.","","","grams","","","1448","296"
"observation","FGLL_CONT","FGLL","flag leaf length","float","CO_320:0000271","flag leaf length","CO_320:0000138","Measure length of the flag leaf, from the ligule to the tip of the blade, on five\nrepresentative plants. Calculate average to nearest cm. Stage: 7 days after\nanthesis. [RD:7.3.20]","","CO_320:0000270","cm","CO_320:0000271","","112","294"
"observation","GRNYLD_P10_CONT","GRNWT_P10_G","Grain weight of 10th plant in grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed. Measured in grams.","","","grams","","","1449","285"
"observation","HVHILL_BORDER1","HVHILL_Border1","Number Of Hills Harvested for border1","integer","","harvested hill","","Count the number of hills harvested from border 1","","","","","","2129","285"
"observation","HVHILL_BORDER2","HVHILL_Border2","Number Of Hills Harvested for border 2","integer","","harvested hill","","Count the number of hills harvested from border 2","","","","","","2130","283"
"observation","GRNWT_PS5_CONT","GRNWT_PS5_G","Grain weight from 5 plant samples in grams","float","","Grain yield 2","","Grain weight of 5 plant samples per plot","","","grams","","","1224","283"
"observation","YLD_CONT_TON7","YLD_TON7","Grain Yield in ton/ha_for DSR","float","","Grain yield","CO_320:0000073","Grainyield in ton/ha using adjusted harvest area for Direct Seeding.","YLD_CONT_TON7=ADJAYLD_KG_CONT*10/ADJHVAREA_CONT2","","","","","1905","280"
"observation","BL_SCOR2_0_9","Bl2 0-9","Leaf blast","character varying","","Leaf blast","CO_320:0000176","At growth stages: 2-3 (field or greenhouse)

Lesion types 5, 7 and 9 are
considered typical susceptible lesions.","","CO_320:0000340","","CO_320:0000341","0: No lesions observed; 1: Small brown specks of pinpoint size or larger brown specks without sporulating center; 3: Small, roundish to slightly
elongat ed necrotic sporulating spots, about 1-2 mm in diameter with a distinct brown margin or yellow halo; 5: Narrow or slightly elliptical lesions, 1-2 mm in breadth, more than 3 mm long with a brown margin; 7: Broad spindle-shaped lesion with yellow, brown, or purple margin; 9: Rapidly coalescing small, whitish, grayish, or bluish lesions without distinct margins","233","279"
"observation","GRNYLD_P11_CONT","GRNWT_P11_G","Grain weight of 11th plant in grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed. Measured in grams.","","","grams","","","1450","273"
"observation","GRNWT_PS50_CONT","GRNWT_PS50_G","Grain weight from 50 plant samples","float","","Grain yield 2","","Grain weight of 50 plant samples per plot","","","grams","","","427","272"
"observation","THR_SES_SCOR_1_9","Thr SES","Panicle threshability_SES","integer","","Panicle threshability_SES","","Firmly grasp and pull over the panicle with his/her hand and estimate the percentage of shattered grains.","","","","","1: less than 1%; 3: 1-5%; 5: 6-25%; 7: 26-50%; 9: 51-100%","1161","267"
"observation","PNL16_CONT","PNL_16_CM","Panicle length of 16th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 16 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1628","267"
"observation","PNL13_CONT","PNL_13_CM","Panicle length of 13th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 13 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1625","266"
"observation","PNL21_CONT","PNL_21_CM","Panicle length of 21st sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 21 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1633","266"
"observation","GRNYLD_P12_CONT","GRNWT_P12_G","Grain weight of 12th plant in grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed. Measured in grams.","","","grams","","","1451","266"
"observation","PNL19_CONT","PNL_19_CM","Panicle length of 19th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 19 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1631","263"
"observation","PNL14_CONT","PNL_14_CM","Panicle length of 14th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 14 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1626","262"
"observation","PNL20_CONT","PNL_20_CM","Panicle length of 20th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 20 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1632","261"
"observation","PNL17_CONT","PNL_17_CM","Panicle length of 17th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 17 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1629","260"
"observation","HVHILL_CONT2","NO OF HILLS HARVESTED_w/Awn","Number Of Hills Harvested","integer","","harvested hill","","Count the number of hills harvested","","","","","","1910","259"
"observation","HV_AREA_SQM2","HV AREA SQM_w/Awn","Harvest Area in sqm","float","","HARVEST","","Harvest Area in sqm","HV_AREA_SQM2=HVHILL_CONT2::float * 0.04","","sqm","","","1914","259"
"observation","FILL4_CONT","FILLED GRAINS OF 4TH SAMPLE","Filled grains of 4th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 4 were counted manually","","","","","","1794","259"
"observation","HVHILL_CONT4","NO OF HILLS HARVESTED_Short","Number Of Hills Harvested","integer","","HARVEST","","Count the number of hills harvested","","","","","","1936","258"
"observation","PNL18_CONT","PNL_18_CM","Panicle length of 18th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 18 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1630","257"
"observation","HVHILL_CONT3","NO OF HILLS HARVESTED_Tall","Number of hills harvested","integer","","HARVEST","","Count the number of hills harvested","","","","","","1935","257"
"observation","UNF4_CONT","UNFILLED GRAINS OF 4TH SAMPLE","Unfilled grains of 4th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 4 were counted manually","","","","","","1819","256"
"observation","PNL15_CONT","PNL_15_CM","Panicle length of 15th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 15 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1627","256"
"observation","GRNWT_BULK_CONT2","GRNWT_BULK_G_w/Awn","Grain weight from bulk samples in grams","float","","Grain yield 2","","Grain weight of bulk samples per plot","","","grams","","","1912","238"
"observation","TOTALPLTWEIGHED","TPLANTTWEIGHED","Total number of plants weighed for biomass per plot","integer","","Plant (biomass)","","Count the total number of plants collected for measuring plant biomass per plot.
","","","","","","2104","231"
"observation","FILL6_CONT","FILLED GRAINS OF 6TH SAMPLE","Filled grains of 6th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 6 were counted manually","","","","","","1796","230"
"observation","UNF7_CONT","UNFILLED GRAINS OF 7TH SAMPLE","Unfilled grains of 7th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 7 were counted manually","","","","","","1822","227"
"observation","FILL7_CONT","FILLED GRAINS OF 7TH SAMPLE","Filled grains of 7th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 7 were counted manually","","","","","","1797","226"
"observation","UNF6_CONT","UNFILLED GRAINS OF 6TH SAMPLE","Unfilled grains of 6th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 6 were counted manually","","","","","","1821","225"
"observation","ADJYLD3_CONT_ADJ_MEAN","ADJYLD3_CONT_ADJ_MEAN","Adjusted yield_MET","float","","Grain yield","CO_320:0000073","Predicted Mean for ADJYLD3_CONT","","","kg/ha","","","1400","224"
"observation","FILL5_CONT","FILLED GRAINS OF 5TH SAMPLE","Filled grains of 5th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 5 were counted manually","","","","","","1795","219"
"observation","UNF5_CONT","UNFILLED GRAINS OF 5TH SAMPLE","Unfilled grains of 5th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 5 were counted manually","","","","","","1820","217"
"observation","AYLD_ADJ_MEAN","AYLD_ADJ_MEAN","Actual plot yield in grams from results of data analysis","float","","Grain yield 2","","Predicted Mean","","","grams per plot","","","1176","200"
"observation","ELON2_5TH_CONT","ELON2_5TH","Leaf Elongation of Plant 2 at 5th week of readings","float","","Elongation","CO_320:0000061","Plant elongation rate can be measured by recording the plant height of plant sample 2 at 5th week DAT (Days after transplanting. Start of recording the initial week varies). Keeping 7 days interval between each set of readings.​","","","cm","","","1749","188"
"observation","ELON3_3RD_CONT","ELON3_3RD","Leaf Elongation of Plant 3 at 3rd week of readings","float","","Elongation","CO_320:0000061","Plant elongation rate can be measured by recording the plant height of plant sample 3 at 3rd week DAT (Days after transplanting. Start of recording the initial week varies). Keeping 7 days interval between each set of readings.​","","","cm","","","1744","188"
"observation","ELON3_5TH_CONT","ELON3_5TH","Leaf Elongation of Plant 3 at 5th week of readings","float","","Elongation","CO_320:0000061","Plant elongation rate can be measured by recording the plant height of plant sample 3 at 5th week DAT (Days after transplanting. Start of recording the initial week varies). Keeping 7 days interval between each set of readings.​","","","cm","","","1750","188"
"observation","ELON1_5TH_CONT","ELON1_5TH","Leaf Elongation of Plant 1 at 5th week of readings","float","","Elongation","CO_320:0000061","Plant elongation rate can be measured by recording the plant height of plant sample 1 at 5th week DAT (Days after transplanting. Start of recording the initial week varies). Keeping 7 days interval between each set of readings.​","","","cm","","","1748","188"
"observation","ELON1_1ST_CONT","ELON1_1ST","Leaf Elongation of  Plant 1 at 1st week  of readings","float","","Elongation","CO_320:0000061","Plant elongation rate can be Measured by recording the plant height of plant sample 1 at first week DAT (Days after transplanting. Start of recording the initial week varies). Keeping 7 days interval between each set of readings.​","","","cm","","","1736","188"
"observation","ELON1_3RD_CONT","ELON1_3RD","Leaf Elongation of Plant 1 at 3rdweek of readings","float","","Elongation","CO_320:0000061","Plant elongation rate can be measured by recording the plant height of plant sample 1 at 3rd week DAT (Days after transplanting. Start of recording the initial week varies). Keeping 7 days interval between each set of readings.​","","","cm","","","1742","188"
"observation","ELON2_3RD_CONT","ELON2_3RD","Leaf Elongation of Plant 2 at 3rdweek of readings","float","","Elongation","CO_320:0000061","Plant elongation rate can be measured by recording the plant height of plant sample 2 at 3rd week DAT (Days after transplanting. Start of recording the initial week varies). Keeping 7 days interval between each set of readings.​","","","cm","","","1743","188"
"observation","ELON2_1ST_CONT","ELON2_1ST","Leaf Elongation of  Plant 2 at 1st week  of readings","float","","Elongation","CO_320:0000061","Plant elongation rate can be measured by recording the plant height of plant sample 2 at first week DAT (Days after transplanting. Start of recording the initial week varies). Keeping 7 days interval between each set of readings.​","","","cm","","","1737","188"
"observation","ELON3_1ST_CONT","ELON3_1ST","Leaf Elongation of Plant 3 at 1st week of readings","float","","Elongation","CO_320:0000061","Plant elongation rate can be measured by recording the plant height of plant sample 3 at 1st week DAT (Days after transplanting. Start of recording the initial week varies). Keeping 7 days interval between each set of readings.​","","","cm","","","1738","188"
"observation","TILLER_AVE","TILLER AVG","Average tiller number","float","","Number of tillers","","Average number of tillers taken from 3 to 5 plants","","CO_320:0000314","","","","632","180"
"observation","ALK_FLD_SCOR_1_9","Alk FLD 1-9","Alkali injury","integer","","Alkali injury","","Observe general growth conditions in relation to standard resistant and susceptible checks. Since some soil problems are very heterogeneous in the field, several replications may be needed to obtain precise reading. At growth stages: 3-4","","","","","1: Growth and tillering nearly normal; 3: Growth nearly normal but there is some reduction in tillering and some leaves discolored; 5: Growth and tillering reduced; most leaves discolored; only a few elongating; 7: Growth completely ceases; most leaves dry; some plant dying; 9: Almost all plants dead or dying","3","179"
"observation","SUB_TOL_14DAD","SubTol 14DAD 1-9","Submergence Tolerance 14DAD","integer","","Submergence tolerance","CO_320:0000067","tolerance after 14 days of de-submergence","","","","","1: very tolerant; 3: moderately tolerant; 5: tolerant; 7: susceptible; 9: highly susceptible","1754","175"
"observation","GRNWT_PS10_CONT","GRNWT_PS10_G","Grain weight from 10 plant samples","float","","Grain yield 2","","Grain weight of 10 plant samples per plot","","","grams","","","423","175"
"observation","LF_FLD_SCOR_0_9","LF  FLD 0-9","Leaffolder - field","integer","","Leaffolder","CO_320:0000201","At growth stages: 3-9 (field)
Plant a susceptible and resistant check (if available) after every 10 test entries. Replicate test entries three times if seed is available. Determine the percentage of injured and folded leaves. Injured leaves of the susceptible check should average at least 40% for the test to be considered valid. Use the following scale on the basis of the converted figures to place percentage of injured leaves on a 0-9 scale.","","CO_320:0000380","","CO_320:0000381","0: No injury; 1: 1-10%; 3: 11-20%; 5: 21-35%; 7: 36-50%; 9: 51-100%","158","169"
"observation","YLD_0_CONT7","GYKGPHA in kg/ha with TPL used in DSR","GYKGPHA in kg/ha without MC but with TPL used in DSR","float","","Grain yield 2","","Computed as YLD_0_CONT1= TPLYLD_CONT_PS * 10 / DSR adjusted harvest Area 
Note:Note: The adjusted harvest Area used in the formula was computed using rows per plot, plot length, and the distance between rows.","YLD_0_CONT7=TPLYLD_CONT_PS *10/ADJHVAREA_CONT3","","","","","1901","162"
"observation","YLD_0_CONT3","GYKGPHA in kg/ha","GYKGPHA in kg/ha(Direct Seeded)","float","","Grain yield","CO_320:0000073","Computed as YLD_0_CONT2= AYLD_CONT * 10 / adjusted harvest Area2 ","YLD_0_CONT3 = AYLD_CONT * 10 / ADJHVAREA_CONT2","","kg/ha","","","1396","147"
"observation","SHR_SCOR_0_9","ShR 0-9","Sheath rot","integer","CO_320:0000185","Sheath rot","CO_320:0000185","At growth stages: 7-9
Symptoms
Oblong or irregular brown to gray lesions on the leaf sheath near panicle; sometimes coalescing to prevent emergence of panicle.","","CO_320:0000360","","CO_320:0000361","0: No disease observed; 1: Less than 1%; 3: 1-5%; 5: 6-25%; 7: 26-50%; 9: 51-100%","259","142"
"observation","EXS_SES4_SCOR_1_9","EXS SES4","Panicle exsertion_SES4","integer","","Panicle exsertion_SES4","","At growth stage: 7-9","","","","","1: Well exserted; 3: Moderately well exserted; 5: Just exserted; 7: Partly exserted; 9: Enclosed","1159","137"
"observation","GRNWT_5PAN_CONT","GRNWT 5PAN","Grain weight from 5 panicle samples","float","","Grain yield 2","","Grain weight taken from 5 panicle samples","","","grams","","","1679","137"
"observation","HT11_CONT","Ht11","Plant height of sample 11","float","","Plant height","CO_320:0000076","For plant sample 11 - Use actual measurement (cm) from soil surface to tip of the tallest panicle (awns excluded) or flag leaf. For height measurements at other growth stages, specify the stage. Record in whole numbers (do not use decimals).","","","cm","","","1974","113"
"observation","HT12_CONT","Ht12","Plant height of sample 12","float","","Plant height","CO_320:0000076","For plant sample 12 - Use actual measurement (cm) from soil surface to tip of the tallest panicle (awns excluded) or flag leaf. For height measurements at other growth stages, specify the stage. Record in whole numbers (do not use decimals).","","","cm","","","1975","113"
"observation","DRYWT_8HILL","HI Total Dry Biomass","NCT Submergence Harvest Index 1","float","","harvest index","","Random harvest of 8 hills. Cut the plants as close to the grounds. Oven dry for 2-3 days at 70C. ","","","","","","1986","112"
"observation","YLD_0_CONT5_ENT","Average of GYKGPHA in kg/ha with TPL","Average of GYKGPHA in kg/ha with TPL","float","","Grain yield","CO_320:0000073","Average of GYKGPHA in kg/ha with TPL per entry","YLD_0_CONT5_ENT=AVG(YLD_0_CONT5)","","kg/ha","","","1478","102"
"observation","FSM_SCOR_0_9","FSm 0-9","False smut","integer","CO_320:0000178","False smut","CO_320:0000178","At growth stage: 9
 Infected grains are transformed into yellow-greenish or greenish-black velvety-looking spore balls.","","CO_320:0000362","","","0: No disease observed; 1: Less than 1%; 3: 1-5%; 5: 6-25%; 7: 26-50%; 9: 51-100%","105","102"
"observation","SPFERT_SES_SCOR_1_9","SpFert SES 1-9","Spikelet fertility_SES","integer","","Spikelet fertility_SES","","Evaluator should identify fertule spikelets by pressing the spikelets with his/her fingers and noting those that do not have grains. At growth stage: 9.","","CO_320:0000302","","CO_320:0000303","9: 0%; 7: <50% to trace; 5: 50-74%; 3: 75-89%; 1: >90%","261","100"
"observation","SCC_SCOR_1_7","SCC 1-7","Seed coat (bran) color","integer","CO_320:0000115","Seed coat (bran) color","CO_320:0000115","At growth stage: 9","","","","","1: White; 2: Light brown; 3: Speckled brown; 4: Brown; 5: Red; 6: Variable purple; 7: Purple","1172","99"
"observation","SHOOTDAMAGE_EC12_PERC"," Shoot  damage_EC12","Shoot percent damage at EC 12","float","","Salt injury","","Assess the %shoot percent salt injury (e.g. browning) at EC 12

at seedling stage","","","","","","1605","96"
"observation","SHOOTDAMAGE_EC18_PERC","Shoot damage_EC18","Shoot percent damage at EC 18","float","","Salt injury","","Assess the %shoot percent salt injury (e.g. browning) at EC 18
at salinity seedling stage","","","","","","1606","96"
"observation","UNF21_CONT","UNFILLED GRAINS OF 21ST SAMPLE","Unfilled grains of 21st sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 21 were counted manually","","","","","","1836","89"
"observation","PNL22_CONT","PNL_22_CM","Panicle length of 22nd sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 22 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1634","87"
"observation","PNL23_CONT","PNL_23_CM","Panicle length of 23rd sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 23 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1635","86"
"observation","UNF22_CONT","UNFILLED GRAINS OF 22ND SAMPLE","Unfilled grains of 22nd sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 22 were counted manually","","","","","","1837","85"
"observation","UNF24_CONT","UNFILLED GRAINS OF 24TH SAMPLE","Unfilled grains of 24th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 24 were counted manually","","","","","","1839","84"
"observation","PNL24_CONT","PNL_24_CM","Panicle length of 24th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 24 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1637","84"
"observation","UNF23_CONT","UNFILLED GRAINS OF 23RD SAMPLE","Unfilled grains of 23rd sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 23 were counted manually","","","","","","1838","84"
"observation","UNF16_CONT","UNFILLED GRAINS OF 16TH SAMPLE","Unfilled grains of 16th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 16 were counted manually","","","","","","1831","83"
"observation","YLD_FILLED11_CONT","GRNWT FILLED11","Weight of filled grains from 11th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 11","","","grams","","","1851","82"
"observation","YLD_FILLED8_CONT","GRNWT FILLED8","Weight of filled grains from 8th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 8","","","grams","","","1848","82"
"observation","UNF19_CONT","UNFILLED GRAINS OF 19TH SAMPLE","Unfilled grains of 19th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 19 were counted manually","","","","","","1834","81"
"observation","YLD_FILLED10_CONT","GRNWT FILLED10","Weight of filled grains from 10th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 10","","","grams","","","1850","81"
"observation","FILL22_CONT","FILLED GRAINS OF 22ND SAMPLE","Filled grains of 22nd sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 22 were counted manually","","","","","","1812","81"
"observation","UNF17_CONT","UNFILLED GRAINS OF 17TH SAMPLE","Unfilled grains of 17th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 17 were counted manually","","","","","","1832","81"
"observation","YLD_FILLED22_CONT","GRNWT FILLED22","Weight of filled grains from 22nd sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 22","","","grams","","","1862","81"
"observation","UNF18_CONT","UNFILLED GRAINS OF 18TH SAMPLE","Unfilled grains of 18th sample","character varying","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 18 were counted manually","","","","","","1833","81"
"observation","UNF12_CONT","UNFILLED GRAINS OF 12TH SAMPLE","Unfilled grains of 12th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 12 were counted manually","","","","","","1827","81"
"observation","UNF11_CONT","UNFILLED GRAINS OF 11TH SAMPLE","Unfilled grains of 11th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 11 were counted manually","","","","","","1826","81"
"observation","PNL25_CONT","PNL_25_CM","Panicle length of 25th sample in centimeters","float","","Panicle length","CO_320:0000033","For sample 25 - Enter actual measurements in centimeters from panicle base to tip. At growth stage: 8","","","cm","","","1636","80"
"observation","YLD_FILLED21_CONT","GRNWT FILLED21","Weight of filled grains from 21st sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 21","","","grams","","","1861","80"
"observation","UNF20_CONT","UNFILLED GRAINS OF 20TH SAMPLE","Unfilled grains of 20th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 20 were counted manually","","","","","","1835","80"
"observation","UNF13_CONT","UNFILLED GRAINS OF 13TH SAMPLE","Unfilled grains of 13th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 13 were counted manually","","","","","","1828","80"
"observation","FILL23_CONT","FILLED GRAINS OF 23RD SAMPLE","Filled grains of 23rd sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 23 were counted manually","","","","","","1813","80"
"observation","UNF25_CONT","UNFILLED GRAINS OF 25TH SAMPLE","Unfilled grains of 25th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 25 were counted manually","","","","","","1840","79"
"observation","YLD_FILLED9_CONT","GRNWT FILLED9","Weight of filled grains from 9th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 9","","","grams","","","1849","79"
"observation","YLD_FILLED17_CONT","GRNWT FILLED17","Weight of filled grains from 17th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 17","","","grams","","","1857","79"
"observation","UNF8_CONT","UNFILLED GRAINS OF 8TH SAMPLE","Unfilled grains of 8th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 8 were counted manually","","","","","","1823","79"
